number,link,name,rating,features,price,image,
"1023","www.flipkart.com/thomson-alpha-80-cm-32-inch-hd-ready-led-smart-linux-tv-30-w-sound-output-bezel-less-design/p/itm0e90bcdadb9c9?pid=TVSGEMQV7R4CMTGA&lid=LSTTVSGEMQV7R4CMTGAN8OZ8J&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=ac028307-64af-47f1-96dd-99786b01d523.TVSGEMQV7R4CMTGA.SEARCH&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less Design","4.5","['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']","₹8,499","https://rukminim1.flixcart.com/image/312/312/l51d30w0/television/1/k/j/-original-imagfsyu8nrz5gzg.jpeg?q=70",
"1024","www.flipkart.com/iffalcon-tcl-f53-79-97-cm-32-inch-hd-ready-led-smart-android-tv-11/p/itmf4e9c6c14ccb0?pid=TVSGCYVJPAJMHGUW&lid=LSTTVSGCYVJPAJMHGUWTE92JA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=ac028307-64af-47f1-96dd-99786b01d523.TVSGCYVJPAJMHGUW.SEARCH&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","iFFALCON by TCL F53 79.97 cm (32 inch) HD Ready LED Smart Android TV with Android 11","4.2","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹9,999","https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/k/q/-original-imaghu25za2hq7dy.jpeg?q=70",
"1024","www.flipkart.com/iffalcon-tcl-f53-79-97-cm-32-inch-hd-ready-led-smart-android-tv-11/p/itmf4e9c6c14ccb0?pid=TVSGCYVJPAJMHGUW&lid=LSTTVSGCYVJPAJMHGUWTE92JA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=ac028307-64af-47f1-96dd-99786b01d523.TVSGCYVJPAJMHGUW.SEARCH&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","iFFALCON by TCL F53 79.97 cm (32 inch) HD Ready LED Smart Android TV with Android 11","4.2","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹9,999","https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/k/q/-original-imaghu25za2hq7dy.jpeg?q=70",
"1026","www.flipkart.com/dyanora-sigma-108-cm-43-inch-full-hd-led-smart-linux-tv-40-watt-box-speakers-bezel-less-design/p/itm2e4d9d61c405b?pid=TVSGHAEYYBZ9UEFX&lid=LSTTVSGHAEYYBZ9UEFX0464N5&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_GaaTqdHUIpCu1UB5bbGLximNexEOBVQwQMhnimq01dNJaRs2kK0p6T%2B1YkDiX91e01uGl5MJky6D9PUnYBchqQ%3D%3D&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","Dyanora Sigma 108 cm (43 inch) Full HD LED Smart Linux TV with 40 Watt Box Speakers & Bezel-Less Desig...","3.9","['Operating System: Linux', 'Full HD 1920 x 1080 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹14,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/m/u/l/-original-imagg4egzf27zdmk.jpeg?q=70",
"1027","www.flipkart.com/marq-flipkart-60-cm-24-inch-hd-ready-led-tv/p/itmaa134e2518c31?pid=TVSGGYRFPJ8BYXZA&lid=LSTTVSGGYRFPJ8BYXZA8KPE50&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=ac028307-64af-47f1-96dd-99786b01d523.TVSGGYRFPJ8BYXZA.SEARCH&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","MarQ by Flipkart 60 cm (24 inch) HD Ready LED TV","4.2","['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹5,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/0/y/-original-imaggdaedzh5u4za.jpeg?q=70",
"1028","www.flipkart.com/iffalcon-tcl-k61-139-cm-55-inch-ultra-hd-4k-led-smart-android-tv/p/itm84e42ebb82cc7?pid=TVSFUYG878ZNNQKG&lid=LSTTVSFUYG878ZNNQKG9VOVOE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=ac028307-64af-47f1-96dd-99786b01d523.TVSFUYG878ZNNQKG.SEARCH&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","iFFALCON by TCL K61 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹28,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/k/t/z/-original-imaghu25yn2cxfzk.jpeg?q=70",
"1029","www.flipkart.com/dyanora-60-cm-24-inch-hd-ready-led-tv-noise-reduction-cinema-zoom-powerful-audio-box-speakers/p/itmbb88d38107ee7?pid=TVSG4YVQY4ZYQZWY&lid=LSTTVSG4YVQY4ZYQZWYTZLXFE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_GaaTqdHUIpCu1UB5bbGLximNexEOBVQwQMhnimq01dMnXWiI2ZStVP5iMQa9pTDwjk80qNFwSK3BvM%2B2FWsICg%3D%3D&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","Dyanora 60 cm (24 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹5,599","https://rukminim1.flixcart.com/image/312/312/l4ssfww0/television/8/1/x/-original-imagfm4bjkgbzxky.jpeg?q=70",
"1030","www.flipkart.com/dyanora-80-cm-32-inch-hd-ready-led-tv-noise-reduction-cinema-zoom-powerful-audio-box-speakers/p/itmfaa424dee9dec?pid=TVSG4YVQGCBHNNXM&lid=LSTTVSG4YVQGCBHNNXMB6JC60&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_GaaTqdHUIpCu1UB5bbGLximNexEOBVQwQMhnimq01dNtTt0TXr29CnKyEN5%2FtbN8sfyx%2BvHSqe3qJ6bRz3p7Ng%3D%3D&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹7,399","https://rukminim1.flixcart.com/image/312/312/ktvucnk0/television/8/n/i/dy-ld32h2s-dy-ld32h2s-dyanora-original-imag74htxjzpmafg.jpeg?q=70",
"1031","www.flipkart.com/motorola-revou-2-109-cm-43-inch-ultra-hd-4k-led-smart-android-tv-sound-boat-dolby-vision/p/itm049213b5b84ef?pid=TVSGHBGCGBXXKXRT&lid=LSTTVSGHBGCGBXXKXRTZL5FAZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=ac028307-64af-47f1-96dd-99786b01d523.TVSGHBGCGBXXKXRT.SEARCH&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","MOTOROLA Revou 2 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Sound by boAt and Dolby Visi...","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹21,999","https://rukminim1.flixcart.com/image/312/312/xif0q/television/4/l/x/-original-imagj4u8znzfzxnz.jpeg?q=70",
"1032","www.flipkart.com/samsung-crystal-4k-pro-108-cm-43-inch-ultra-hd-4k-led-smart-tizen-tv-voice-search/p/itm0a79cecce4743?pid=TVSG2CG7NBNSRYGS&lid=LSTTVSG2CG7NBNSRYGSPSUX4U&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=ac028307-64af-47f1-96dd-99786b01d523.TVSG2CG7NBNSRYGS.SEARCH&ppt=None&ppn=None&ssid=40ockcn75s0000001668447528795&qH=c9a1fdac6e082dd8","SAMSUNG Crystal 4K Pro 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search","4.4","['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']","₹31,990","https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/v/h/5/-original-imageq5euy3ymznz.jpeg?q=70",
"1033","www.flipkart.com/adsun-60-cm-24-inch-hd-ready-led-tv/p/itmffmnvahug733g?pid=TVSFFMNVK6GTCCKZ&lid=LSTTVSFFMNVK6GTCCKZWJCKBQ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_Dyx0io0rSL4ygNFbolk8%2FFbvFxJa0%2BZzJvUCZVE25QYmAEjRMwvPuRgNmkidBbhTF%2B%2F%2FyeSMpHIapF6gDl%2Fg1A%3D%3D&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Adsun 60 cm (24 inch) HD Ready LED TV","3.8","['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹5,799","https://rukminim1.flixcart.com/image/312/312/krntoy80/television/h/i/m/a-2400n-adsun-original-imag5ecpqjfzews3.jpeg?q=70",
"1034","www.flipkart.com/adsun-smart-series-60-cm-24-inch-hd-ready-led-android-based-tv/p/itm6c4b3411aeb50?pid=TVSGAHZYEWJC9APV&lid=LSTTVSGAHZYEWJC9APVPDMHEN&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_Dyx0io0rSL4ygNFbolk8%2FFbvFxJa0%2BZzJvUCZVE25QYie%2BTQzhcOGOA%2FJx5gB3nsOXTAOJG0M4OV7x%2FPAaSYdw%3D%3D&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV","3.8","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']","₹6,649","https://rukminim1.flixcart.com/image/312/312/kzn17680/television/j/f/u/a-2440s-adsun-original-imagbhqzg9ea4cg5.jpeg?q=70",
"1035","www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tizen-tv-2022-model/p/itm3c07ddc2dd25d?pid=TVSGHY2UZA9YHWQN&lid=LSTTVSGHY2UZA9YHWQNNQENTU&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGHY2UZA9YHWQN.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with 2022 Model","4.3","['Operating System: Tizen', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty On Panel']","₹13,490","https://rukminim1.flixcart.com/image/312/312/xif0q/television/w/a/3/-original-imagg48gk4gzgsag.jpeg?q=70",
"1036","www.flipkart.com/mi-5a-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio-2022-model/p/itm98501ffa297ba?pid=TVSGD5CS2SDUUZGN&lid=LSTTVSGD5CS2SDUUZGNWGZUUA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGD5CS2SDUUZGN.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model)","4.4","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 2 Years for Panel']","₹13,999","https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/television/u/a/c/l32m7-5ain-mi-original-imagdsdwqf6bkmkz.jpeg?q=70",
"1037","www.flipkart.com/infinix-y1-80-cm-32-inch-hd-ready-led-smart-linux-tv/p/itme5476ca89d1b0?pid=TVSGFGF34GMTB9KF&lid=LSTTVSGFGF34GMTB9KFF9JZPY&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGFGF34GMTB9KF.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Infinix Y1 80 cm (32 inch) HD Ready LED Smart Linux TV","4.2","['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Domestic Warranty']","₹8,999","https://rukminim1.flixcart.com/image/312/312/l572ufk0/television/e/f/g/32y1-32y1-infinix-original-imagfxczrxjjwxvf.jpeg?q=70",
"1038","www.flipkart.com/oneplus-y1s-80-cm-32-inch-hd-ready-led-smart-android-tv-11-bezel-less-frame/p/itm0a39edd7df236?pid=TVSGAXEVXNG9YBUM&lid=LSTTVSGAXEVXNG9YBUMLGWYAS&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGAXEVXNG9YBUM.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","OnePlus Y1S 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 and Bezel-Less Frame","4.3","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase']","₹15,999","https://rukminim1.flixcart.com/image/312/312/kzfvzww0/television/e/b/b/32hd2a00-32-y1s-oneplus-original-imagbgcewfqywgk7.jpeg?q=70",
"1039","www.flipkart.com/oneplus-y1s-108-cm-43-inch-full-hd-led-smart-android-tv-11-bezel-less-frame/p/itm178846d2e1567?pid=TVSGAXEVSNT3HBQA&lid=LSTTVSGAXEVSNT3HBQA27QSBA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGAXEVSNT3HBQA.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","OnePlus Y1S 108 cm (43 inch) Full HD LED Smart Android TV with Android 11 and Bezel-Less Frame","4.3","['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase']","₹24,999","https://rukminim1.flixcart.com/image/312/312/kzfvzww0/television/g/4/k/43fd2a00-43-y1s-oneplus-original-imagbgc44gerfphz.jpeg?q=70",
"1040","www.flipkart.com/beethosol-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm8d2b1963a203d?pid=TVSGG79MJVM6CEZV&lid=LSTTVSGG79MJVM6CEZV0GKW4Y&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_Dyx0io0rSL4ygNFbolk8%2FFbvFxJa0%2BZzJvUCZVE25QabkNOhJyZCd25jEqwstsbDWEgVgYVcPapLbGDLZkAq%2FA%3D%3D&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","BeethoSOL 80 cm (32 inch) HD Ready LED Smart Android TV","4","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹7,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/u/2/8/-original-imaghy7kkmnmgra4.jpeg?q=70",
"1041","www.flipkart.com/iffalcon-tcl-k61-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itm3f760494090b0?pid=TVSFUYG8ZGXEG27H&lid=LSTTVSFUYG8ZGXEG27HLSFFE9&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSFUYG8ZGXEG27H.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","iFFALCON by TCL K61 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹18,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/3/k/y/-original-imaghu25jahgbhej.jpeg?q=70",
"1042","www.flipkart.com/realme-neo-80-cm-32-inch-hd-ready-led-smart-linux-tv/p/itm3493defce7f54?pid=TVSG6EFEFQTYNBMC&lid=LSTTVSG6EFEFQTYNBMCTRC86C&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSG6EFEFQTYNBMC.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","realme NEO 80 cm (32 inch) HD Ready LED Smart Linux TV","4.3","['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 2 Years Warranty on the Display Panel']","₹11,999","https://rukminim1.flixcart.com/image/312/312/kulk9zk0/television/a/k/g/rmv2101-realme-original-imag7zh4etze62zy.jpeg?q=70",
"1043","www.flipkart.com/adsun-frameless-80-cm-32-inch-hd-ready-led-smart-android-based-tv/p/itmdb08eafaa65fb?pid=TVSGAHZYMZNKZTUA&lid=LSTTVSGAHZYMZNKZTUAZYCLNZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_Dyx0io0rSL4ygNFbolk8%2FFbvFxJa0%2BZzJvUCZVE25QanR%2B9d8bHUiHz0uJnjoLMedDkPgCr%2BTGt9qmjupVdjzA%3D%3D&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV","3.8","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']","₹8,549","https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70",
"1044","www.flipkart.com/beethosol-109-cm-43-inch-full-hd-led-smart-android-tv/p/itmc15472b72bd69?pid=TVSGG79MRCQVZWUB&lid=LSTTVSGG79MRCQVZWUBF7MEDH&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_Dyx0io0rSL4ygNFbolk8%2FFbvFxJa0%2BZzJvUCZVE25QaB9inRuaKWLqP93kkzAXHcWUXOTZ%2B0QUkP6aQh%2Fv1miA%3D%3D&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","BeethoSOL 109 cm (43 inch) Full HD LED Smart Android TV","4","['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty']","₹15,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/w/3/y/-original-imaghy7k8gbzwrcj.jpeg?q=70",
"1045","www.flipkart.com/mi-5a-108-cm-43-inch-full-hd-led-smart-android-tv-dolby-audio-2022-model/p/itm2d5967449cb9b?pid=TVSGD5CS3CXNF2DF&lid=LSTTVSGD5CS3CXNF2DFPJ6HSF&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGD5CS3CXNF2DF.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Mi 5A 108 cm (43 inch) Full HD LED Smart Android TV with Dolby Audio (2022 Model)","4.4","['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product and 2 Years for Panel']","₹23,999","https://rukminim1.flixcart.com/image/312/312/l2f20sw0/television/k/s/l/l43m7-eain-mi-original-imagdrtndgnrymr9.jpeg?q=70",
"1046","www.flipkart.com/lg-80-cm-32-inch-hd-ready-led-smart-webos-tv/p/itm6207e6d122567?pid=TVSFTW4CSRW8PGDQ&lid=LSTTVSFTW4CSRW8PGDQSZQIO6&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSFTW4CSRW8PGDQ.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","LG 80 cm (32 inch) HD Ready LED Smart WebOS TV","4.4","['Operating System: WebOS', 'HD Ready 1366 x 768 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']","₹13,990","https://rukminim1.flixcart.com/image/312/312/l0fm07k0/television/7/x/9/-original-imagc8fnpx39evgc.jpeg?q=70",
"1047","www.flipkart.com/motorola-revou-2-109-cm-43-inch-ultra-hd-4k-led-smart-android-tv-sound-boat-dolby-vision/p/itm049213b5b84ef?pid=TVSGHBGCGBXXKXRT&lid=LSTTVSGHBGCGBXXKXRTZL5FAZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=TrendingId_ckf%2Fczl&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGHBGCGBXXKXRT.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","MOTOROLA Revou 2 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Sound by boAt and Dolby Visi...","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹21,999","https://rukminim1.flixcart.com/image/312/312/xif0q/television/4/l/x/-original-imagj4u8znzfzxnz.jpeg?q=70",
"1048","www.flipkart.com/marq-flipkart-60-cm-24-inch-hd-ready-led-tv/p/itmaa134e2518c31?pid=TVSGGYRFPJ8BYXZA&lid=LSTTVSGGYRFPJ8BYXZA8KPE50&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGGYRFPJ8BYXZA.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","MarQ by Flipkart 60 cm (24 inch) HD Ready LED TV","4.2","['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹5,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/0/y/-original-imaggdaedzh5u4za.jpeg?q=70",
"1049","www.flipkart.com/adsun-80-cm-32-inch-hd-ready-led-tv/p/itmffmnvusydzajr?pid=TVSFFMNVXFU4DFW4&lid=LSTTVSFFMNVXFU4DFW4CHQWEE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_Dyx0io0rSL4ygNFbolk8%2FFbvFxJa0%2BZzJvUCZVE25QYlnxseH4E5zLs7ZiWGIakouoMVFDN%2FT0Uq7iPVpiSQ1g%3D%3D&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Adsun 80 cm (32 inch) HD Ready LED TV","3.8","['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹7,599","https://rukminim1.flixcart.com/image/312/312/krntoy80/television/t/b/d/a-3200n-adsun-original-imag5ecyt6ystkrv.jpeg?q=70",
"1049","www.flipkart.com/adsun-80-cm-32-inch-hd-ready-led-tv/p/itmffmnvusydzajr?pid=TVSFFMNVXFU4DFW4&lid=LSTTVSFFMNVXFU4DFW4CHQWEE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_Dyx0io0rSL4ygNFbolk8%2FFbvFxJa0%2BZzJvUCZVE25QYlnxseH4E5zLs7ZiWGIakouoMVFDN%2FT0Uq7iPVpiSQ1g%3D%3D&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Adsun 80 cm (32 inch) HD Ready LED TV","3.8","['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹7,599","https://rukminim1.flixcart.com/image/312/312/krntoy80/television/t/b/d/a-3200n-adsun-original-imag5ecyt6ystkrv.jpeg?q=70",
"1051","www.flipkart.com/iffalcon-tcl-f53-79-97-cm-32-inch-hd-ready-led-smart-android-tv-11/p/itmf4e9c6c14ccb0?pid=TVSGCYVJPAJMHGUW&lid=LSTTVSGCYVJPAJMHGUWTE92JA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGCYVJPAJMHGUW.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","iFFALCON by TCL F53 79.97 cm (32 inch) HD Ready LED Smart Android TV with Android 11","4.2","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹9,999","https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/k/q/-original-imaghu25za2hq7dy.jpeg?q=70",
"1052","www.flipkart.com/thomson-alpha-80-cm-32-inch-hd-ready-led-smart-linux-tv-30-w-sound-output-bezel-less-design/p/itm0e90bcdadb9c9?pid=TVSGEMQV7R4CMTGA&lid=LSTTVSGEMQV7R4CMTGAN8OZ8J&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=ce5d91a8-2aab-4f3a-8d49-2b08dac45e4d.TVSGEMQV7R4CMTGA.SEARCH&ppt=None&ppn=None&ssid=zznelmtveo0000001668447529852&qH=c9a1fdac6e082dd8","Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less Design","4.5","['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']","₹8,499","https://rukminim1.flixcart.com/image/312/312/l51d30w0/television/1/k/j/-original-imagfsyu8nrz5gzg.jpeg?q=70",
